"id","region","district","municipality","parish","lat","lon","origin","alert_date","alert_hour","extinction_date","firstInterv_date","village_area","vegetation_area","farming_area","village_veget_area","total_area","intentional_cause","horasLat","minLat","segLat","horasLon","minLon","segLon","diff_in_days","temp","tempMax","windVelocity","windGust"
1319,"Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Montaria","41.1536111111111","-8.16111111111111","firepit",2014-06-20,15:22:00,2014-06-20,"2014-06-20",0,1,0,1,0.35,1,41,48,13,8,43,40,0,NA,NA,NA,NA
1320,"Entre Douro e Minho","Porto","Marco de Canaveses","Vila Boa de Quires","41.1572222222222","-8.15083333333333","agriculture",2014-06-20,17:59:00,2014-06-20,"2014-06-20",0,0,1,0,0.08,0,41,12,26,8,12,3,0,18.4,26.4,6.3,28.8
1321,"Alentejo","Évora","Vila Viçosa","Bencatel","38.1558333333333","-7.1525","agriculture",2014-06-20,18:07:00,2014-06-20,"2014-06-20",0,0,1,0,0.2833,0,38,44,21,7,28,9,0,19.8,27.3,12.6,NA
1322,"Trás-os-Montes","Viseu","Lamego","Valdigem","41.15","-7.15777777777778","agric_burn",2014-06-20,20:15:00,2014-06-20,"2014-06-20",0,1,0,1,0.001,0,41,8,0,7,45,28,0,18.4,26.4,6.3,28.8
1323,"Trás-os-Montes","Bragança","Freixo de Espada à Cinta","Freixo de Espada à Cinta","41.1566666666667","-6.1525","firepit",2014-06-20,22:05:00,2014-06-20,"2014-06-20",0,1,0,1,0.0036,0,41,5,24,6,50,9,0,17.2,21.6,6.3,18
1324,"Alentejo","Beja","Beja","Santa Maria da Feira","38.1605555555556","-7.16416666666667","agriculture",2014-06-20,22:15:00,2014-06-20,"2014-06-20",0,0,1,0,0.374,1,38,1,38,7,51,51,0,19.8,27.3,12.6,NA
1325,"Alentejo","Beja","Moura","Santo Agostinho","38.1588888888889","-7.16388888888889","agriculture",2014-06-21,00:30:00,2014-06-21,"2014-06-21",0,0,1,0,0.37,0,38,4,32,7,21,50,0,21.1,27.3,14.6,NA
1326,"Alentejo","Beja","Moura","Safara","38.1663888888889","-7.15666666666667","agriculture",2014-06-21,00:50:00,2014-06-21,"2014-06-21",0,0,1,0,10.5,0,38,6,59,7,15,24,0,21.1,27.3,14.6,NA
1327,"Beira Litoral","Viseu","Mangualde","Abrunhosa-a-Velha","40.1616666666667","-7.15583333333333","firepit",2014-06-21,02:08:00,2014-06-21,"2014-06-21",0,1,0,1,0.1922,1,40,34,42,7,38,21,0,20,26,11.3,32.4
1328,"Beira Litoral","Viseu","Viseu","Bodiosa","40.1522222222222","-7.15944444444444","firepit",2014-06-21,08:36:00,2014-06-21,"2014-06-21",0.2,0.8,0,1,0.05,0,40,43,8,7,58,34,0,20,26,11.3,32.4
1329,"Algarve","Faro","Faro","Faro","37.1530555555556","-7.16333333333333","agriculture",2014-06-21,08:46:00,2014-06-21,"2014-06-21",0,0,1,0,0.001,0,37,2,11,7,57,48,0,20.6,23.3,12.9,25.2
1330,"Beira Interior","Castelo Branco","Castelo Branco","União das freguesias de Escalos de Baixo e Mata","39.1533333333333","-7.16611111111111","agriculture",2014-06-21,11:35:00,2014-06-21,"2014-06-21",0,0,1,0,0.4733,0,39,52,12,7,21,58,0,NA,NA,NA,NA
1331,"Beira Litoral","Coimbra","Tábua","São João da Boa Vista","40.1527777777778","-7.16611111111111","firepit",2014-06-21,15:58:00,2014-06-21,"2014-06-21",1,0,0,1,0.1,0,40,20,10,7,59,58,0,20,26,11.3,32.4
1332,"Ribatejo e Oeste","Setúbal","Seixal","Aldeia de Paio Pires","38.1605555555556","-9.15166666666667","firepit",2014-06-21,17:06:00,2014-06-21,"2014-06-21",0,1,0,1,0.02,0,38,36,38,9,5,6,0,19.5,24.1,16.7,43.2
1333,"Alentejo","Portalegre","Portalegre","Fortios","39.1588888888889","-7.15916666666667","firepit",2014-06-21,17:35:00,2014-06-21,"2014-06-21",0,1,0,1,0.94,0,39,20,32,7,28,33,0,NA,NA,NA,NA
1334,"Alentejo","Setúbal","Sines","Sines","37.1625","-8.16277777777778","firepit",2014-06-22,03:24:00,2014-06-22,"2014-06-22",0,1,0,1,0.002,0,37,57,45,8,50,46,0,20.8,23.5,14.7,28.8
1335,"Alentejo","Évora","Montemor-o-Novo","Nossa Senhora da Vila","38.1530555555556","-8.16333333333333","agriculture",2014-06-22,09:32:00,2014-06-22,"2014-06-22",0,0,1,0,0.01,0,38,37,11,8,12,48,0,19.3,25.6,14.9,39.6
1336,"Alentejo","Évora","Arraiolos","Igrejinha","38.1613888888889","-7.16527777777778","agriculture",2014-06-22,10:14:00,2014-06-22,"2014-06-22",0,0,1,0,0.003,0,38,43,41,7,55,55,0,19.7,25.2,15.3,NA
1337,"Entre Douro e Minho","Porto","Amarante","Travanca","41.1586111111111","-8.16444444444445","firepit",2014-06-22,14:33:00,2014-06-22,"2014-06-22",0,1,0,1,0.6294,0,41,16,31,8,10,52,0,NA,NA,NA,NA
1338,"Trás-os-Montes","Bragança","Macedo de Cavaleiros","Amendoeira","41.1652777777778","-6.15833333333333","firepit",2014-06-22,14:57:00,2014-06-22,"2014-06-22",0,1,0,1,0.001,0,41,33,55,6,59,30,0,19.3,24.5,6.8,39.6
1339,"Entre Douro e Minho","Braga","Barcelos","Oliveira","41.1519444444444","-8.16555555555556","firepit",2014-06-22,16:53:00,2014-06-22,"2014-06-22",0,1,0,1,0.05,0,41,35,7,8,32,56,0,NA,NA,NA,NA
1340,"Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Vila Nova de Anha","41.1638888888889","-8.15388888888889","firepit",2014-06-22,18:39:00,2014-06-22,"2014-06-22",0,1,0,1,0.025,1,41,39,50,8,48,14,0,NA,NA,NA,NA
1341,"Ribatejo e Oeste","Santarém","Abrantes","Pego","39.16","-8.1625","agriculture",2014-06-23,13:44:00,2014-06-23,"2014-06-23",0,0,1,0,0.0039,0,39,27,36,8,9,45,0,NA,NA,10.8,21.6
1342,"Algarve","Faro","Loulé","Quarteira","0.151388888888889","-0.151944444444444","agriculture",2014-06-23,14:04:00,2014-06-23,"2014-06-23",0,0,1,0,8.826,0,0,37,5,0,8,7,0,19.8,23.5,11.3,NA
1343,"Alentejo","Portalegre","Ponte de Sor","Ponte de Sor","39.165","-8.15138888888889","agriculture",2014-06-23,14:19:00,2014-06-23,"2014-06-23",0,0,1,0,0.0275,0,39,14,54,8,2,5,0,NA,NA,10.8,21.6
1344,"Beira Interior","Guarda","Celorico da Beira","Santa Maria","40.1519444444444","-7.16083333333333","fire",2014-06-23,14:46:00,2014-06-23,"2014-06-23",0,1,0,1,2,0,40,38,7,7,26,39,0,18.6,25.8,8.1,46.8
1345,"Alentejo","Beja","Moura","Santo Aleixo da Restauração","38.1569444444444","-7.16138888888889","agriculture",2014-06-23,15:30:00,2014-06-23,"2014-06-23",0,0,1,0,0.5,0,38,5,25,7,0,41,0,18.9,24.5,9.8,NA
1346,"Beira Interior","Guarda","Guarda","Casal de Cinza","40.16","-7.15611111111111","firepit",2014-06-23,16:59:00,2014-06-23,"2014-06-23",0,1,0,1,0.02,0,40,32,36,7,10,22,0,18.6,25.8,8.1,46.8
1347,"Beira Interior","Guarda","Guarda","Arrifana","40.1608333333333","-7.1525","agriculture",2014-06-23,17:57:00,2014-06-23,"2014-06-23",0,0,1,0,0.002,0,40,33,39,7,10,9,0,18.6,25.8,8.1,46.8
1348,"Trás-os-Montes","Bragança","Bragança","União das freguesias de Izeda, Calvelhe e Paradinha Nova","41.1655555555556","-6.1525","firepit",2014-06-23,18:59:00,2014-06-23,"2014-06-23",0,1,0,1,0.464,0,41,36,56,6,41,9,0,18.1,23.4,3.2,32.4
1349,"Trás-os-Montes","Guarda","Vila Nova de Foz Coa","Vila Nova de Foz Côa","41.1505555555556","-7.15472222222222","agriculture",2014-06-23,20:55:00,2014-06-23,"2014-06-23",0,0,1,0,0.01,0,41,5,2,7,8,17,0,16.2,24.6,4.2,32.4
1350,"Beira Litoral","Leiria","Pombal","Carriço","39.155","-8.15777777777778","firepit",2014-06-24,10:24:00,2014-06-24,"2014-06-24",0,1,0,1,1e-04,0,39,58,18,8,54,28,0,16.7,20.4,8.4,NA
1351,"Beira Interior","Santarém","Mação","Ortiga","39.1563888888889","-8.15333333333333","firepit",2014-06-24,14:35:00,2014-06-24,"2014-06-24",0,1,0,1,0.0864,0,39,29,23,8,0,12,0,16.7,20.4,8.4,NA
1352,"Algarve","Faro","Portimão","Portimão","37.1591666666667","-8.16333333333333","firepit",2014-06-24,15:36:00,2014-06-24,"2014-06-24",0,1,0,1,0.17,0,37,8,33,8,32,48,0,19.6,22.8,10.1,25.2
1353,"Alentejo","Beja","Beja","Santa Maria da Feira","38.16","-7.16","agriculture",2014-06-24,19:13:00,2014-06-24,"2014-06-24",0,0,1,0,0.025,1,38,1,36,7,51,36,0,16.6,21.6,6.8,NA
1354,"Beira Litoral","Leiria","Pombal","Meirinhas","39.1616666666667","-8.16638888888889","firepit",2014-06-25,15:29:00,2014-06-25,"2014-06-25",0,1,0,1,1e-04,0,39,50,42,8,41,59,0,18.2,26.2,11.7,43.2
1355,"Trás-os-Montes","Viseu","São João da Pesqueira","São João da Pesqueira","41.1630555555556","-7.16361111111111","firepit",2014-06-25,21:20:00,2014-06-25,"2014-06-25",0,1,0,1,0.03,0,41,8,47,7,25,49,0,15.2,20.8,2.4,21.6
1356,"Alentejo","Portalegre","Elvas","São Brás e São Lourenço","38.1641666666667","-7.16444444444444","agriculture",2014-06-26,09:20:00,2014-06-26,"2014-06-26",0,0,1,0,0.0397,0,38,51,51,7,11,52,0,18.6,23.7,15.6,NA
1357,"Beira Litoral","Viseu","Tondela","Castelões","40.1508333333333","-8.16361111111111","firepit",2014-06-26,11:20:00,2014-06-26,"2014-06-26",0,1,0,1,0.14,0,40,33,3,8,9,49,0,16.7,20.3,7.4,25.2
1358,"Beira Litoral","Viseu","Tondela","Santiago de Besteiros","40.1519444444444","-8.15944444444444","firepit",2014-06-26,12:38:00,2014-06-26,"2014-06-26",1,0,0,1,0.04,0,40,35,7,8,7,34,0,16.7,20.3,7.4,25.2
1359,"Ribatejo e Oeste","Lisboa","ODIVELAS","Famoes","38.1530555555556","-9.15361111111111","agric_burn",2014-06-26,14:15:00,2014-06-26,"2014-06-26",0,1,0,1,0.01,0,38,47,11,9,12,13,0,18.5,22.3,19.5,46.8
1360,"Trás-os-Montes","Bragança","Macedo de Cavaleiros","Cortiços","41.1616666666667","-7.15111111111111","firepit",2014-06-26,14:28:00,2014-06-26,"2014-06-26",0.102941176470588,0.897058823529412,0,1,0.68,0,41,30,42,7,2,4,0,15.8,22.6,8.7,32.4
1361,"Beira Interior","Castelo Branco","Proença-a-Nova","Proença-a-Nova","39.1505555555556","-7.15027777777778","firepit",2014-06-26,15:31:00,2014-06-26,"2014-06-26",0,1,0,1,0.0693,0,39,43,2,7,52,1,0,NA,NA,NA,NA
1362,"Lisboa e Vale do Tejo","Setúbal","Almada","União das freguesias de Caparica e Trafaria","38.1561111111111","-9.16555555555556","firepit",2014-06-26,18:46:00,2014-06-26,"2014-06-26",0,1,0,1,0.001,0,38,40,22,9,13,56,0,18.5,22.3,19.5,46.8
1363,"Trás-os-Montes","Bragança","Freixo de Espada à Cinta","Poiares","41.165","-6.16361111111111","firepit",2014-06-26,19:18:00,2014-06-26,"2014-06-26",0,1,0,1,0.77,0,41,3,54,6,50,49,0,16,20.3,5.4,32.4
1364,"Algarve","Faro","Lagos","São Sebastião","37.1555555555556","-8.15083333333333","firepit",2014-06-26,19:23:00,2014-06-26,"2014-06-26",0,1,0,1,9e-04,0,37,6,20,8,41,3,0,20.8,26.7,17.4,46.8
1365,"Alentejo","Beja","Serpa","Salvador","37.1608333333333","-7.16222222222222","fire",2014-06-27,12:30:00,2014-06-27,"2014-06-27",1,0,0,1,48.6,0,37,50,39,7,30,44,0,21.2,23.8,13.8,32.4
1366,"Entre Douro e Minho","Braga","Barcelos","União das freguesias de Alvito (São Pedro e São Martinho) e Couto","41.1633333333333","-8.15361111111111","firepit",2014-06-27,14:00:00,2014-06-27,"2014-06-27",0,1,0,1,0.72,0,41,25,48,8,34,13,0,NA,NA,NA,NA
1367,"Entre Douro e Minho","Porto","Baião","União das freguesias de Campelo e Ovil","41.1641666666667","-8.16361111111111","firepit",2014-06-27,14:20:00,2014-06-27,"2014-06-27",0,1,0,1,0.02,0,41,10,51,8,0,49,0,NA,NA,NA,NA
1368,"Ribatejo e Oeste","Santarém","Alpiarça","Alpiarça","39.1580555555556","-8.15","firepit",2014-06-27,15:56:00,2014-06-27,"2014-06-27",0,1,0,1,0.0225,1,39,12,29,8,33,0,0,20.5,28.6,15.3,36
1369,"Trás-os-Montes","Bragança","Mogadouro","União das freguesias de Brunhozinho, Castanheira e Sanhoane","41.1594444444444","-6.15388888888889","agriculture",2014-06-27,17:16:00,2014-06-27,"2014-06-27",0,0,1,0,0.1235,0,41,21,34,6,31,14,0,16.7,22.3,1.5,21.6
1370,"Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Darque","41.1552777777778","-8.16166666666667","agriculture",2014-06-27,17:31:00,2014-06-27,"2014-06-27",0,0,1,0,0.02,0,41,41,19,8,48,42,0,NA,NA,NA,NA
1371,"Beira Litoral","Viseu","Carregal do Sal","Parada","40.1511111111111","-8.15555555555556","firepit",2014-06-27,17:58:00,2014-06-27,"2014-06-27",1,0,0,1,0.8,1,40,24,4,8,2,20,0,18.4,24,8.7,28.8
1372,"Beira Litoral","Coimbra","Oliveira do Hospital","União das freguesias de Ervedal e Vila Franca da Beira","40.1552777777778","-7.15666666666667","firepit",2014-06-27,19:00:00,2014-06-27,"2014-06-27",0,1,0,1,0.02,1,40,25,19,7,55,24,0,20.4,29,10.4,36
1373,"Trás-os-Montes","Vila Real","Alijó","São Mamede de Ribatua","41.1625","-7.16166666666667","firepit",2014-06-27,19:01:00,2014-06-27,"2014-06-27",0,1,0,1,0.5,0,41,15,45,7,24,42,0,16.8,24.2,7.1,32.4
1374,"Beira Litoral","Viseu","Carregal do Sal","Oliveira do Conde","40.1516666666667","-7.1525","firepit",2014-06-27,20:25:00,2014-06-27,"2014-06-27",1,0,0,1,0.05,1,40,27,6,7,58,9,0,20.4,29,10.4,36
1375,"Trás-os-Montes","Bragança","Bragança","União das freguesias de Sé, Santa Maria e Meixedo","41.1561111111111","-6.15","firepit",2014-06-27,21:23:00,2014-06-27,"2014-06-27",0,1,0,1,0.0024,0,41,48,22,6,45,0,0,16.7,22.3,1.5,21.6
1376,"Entre Douro e Minho","Braga","Guimarães","União das freguesias de Atães e Rendufe","41.1566666666667","-8.16333333333333","firepit",2014-06-28,00:20:00,2014-06-28,"2014-06-28",0,1,0,1,0.01,1,41,31,24,8,21,48,0,NA,NA,NA,NA
1377,"Beira Litoral","Viseu","Oliveira de Frades","Pinheiro","40.1605555555556","-8.15388888888889","firepit",2014-06-28,03:06:00,2014-06-28,"2014-06-28",0,1,0,1,0.03,1,40,43,38,8,14,14,0,18.4,24.2,9.6,28.8
1378,"Algarve","Faro","Olhão","Moncarapacho","0.150833333333333","-0.1625","fire",2014-06-28,15:11:00,2014-06-28,"2014-06-28",0,1,0,1,6.2634,0,0,37,3,0,7,45,0,20.3,24.4,14,NA
1379,"Beira Litoral","Viseu","Nelas","Nelas","40.1525","-7.16527777777778","firepit",2014-06-28,15:40:00,2014-06-28,"2014-06-28",0,1,0,1,2e-04,0,40,32,9,7,50,55,0,21,29.3,12.9,50.4
1380,"Trás-os-Montes","Bragança","Mirandela","União das freguesias de Avantos e Romeu","41.1608333333333","-7.16444444444444","agriculture",2014-06-28,15:44:00,2014-06-28,"2014-06-28",0,0,1,0,1,0,41,32,39,7,5,52,0,17,23.4,8.4,32.4
1381,"Algarve","Faro","Silves","São Bartolomeu de Messines","37.1666666666667","-8.15805555555556","firepit",2014-06-28,16:40:00,2014-06-28,"2014-06-28",0,1,0,1,0.0078,0,37,15,60,8,14,29,0,22.8,26.3,11.7,36
1382,"Beira Interior","Guarda","Figueira de Castelo Rodrigo","Almofala","40.1638888888889","-6.15944444444444","firepit",2014-06-28,19:37:00,2014-06-28,"2014-06-28",0,1,0,1,0.04,0,40,51,50,6,50,34,0,21,29.3,12.9,50.4
1383,"Ribatejo e Oeste","Setúbal","Montijo","Santo Isidro de Pegões","38.1575","-8.1625","agriculture",2014-06-29,00:03:00,2014-06-29,"2014-06-29",0,0,1,0,0.0372,1,38,42,27,8,42,45,0,19.7,26.8,18.9,39.6
1384,"Ribatejo e Oeste","Setúbal","Montijo","Montijo","38.1522222222222","-8.15888888888889","agriculture",2014-06-29,06:51:00,2014-06-29,"2014-06-29",0,0,1,0,0.1421,0,38,42,8,8,58,32,0,19.7,26.8,18.9,39.6
1385,"Trás-os-Montes","Viseu","Tabuaço","Sendim","41.1647222222222","-7.15388888888889","fire",2014-06-29,09:50:00,2014-06-29,"2014-06-29",0,1,0,1,1.96,1,41,2,53,7,32,14,0,15,21.5,9.8,39.6
1386,"Ribatejo e Oeste","Leiria","Peniche","Ajuda","39.1569444444444","-9.16","agriculture",2014-06-29,10:36:00,2014-06-29,"2014-06-29",0,0,1,0,0.001,0,39,21,25,9,22,36,0,NA,NA,NA,NA
1387,"Ribatejo e Oeste","Santarém","Torres Novas","Riachos","39.1519444444444","-8.15027777777778","firepit",2014-06-29,10:42:00,2014-06-29,"2014-06-29",0,1,0,1,0.0074,0,39,27,7,8,31,1,0,19.7,27.7,23.9,43.2
1388,"Trás-os-Montes","Bragança","Bragança","União das freguesias de Izeda, Calvelhe e Paradinha Nova","41.1527777777778","-6.15361111111111","agriculture",2014-06-29,11:51:00,2014-06-29,"2014-06-29",0,0,1,0,0.001,0,41,34,10,6,43,13,0,16.8,21.5,3.6,43.2
1389,"Beira Interior","Castelo Branco","Idanha-a-Nova","Proença-a-Velha","40.1655555555556","-7.15111111111111","firepit",2014-06-29,12:48:00,2014-06-29,"2014-06-29",0,1,0,1,0.0016,1,40,0,56,7,15,4,0,18.1,24.6,16.7,46.8
1390,"Algarve","Faro","Olhão","Moncarapacho","37.1619444444444","-7.16361111111111","agriculture",2014-06-29,15:10:00,2014-06-29,"2014-06-29",0,0,1,0,0.014,0,37,5,43,7,47,49,0,22.6,29.3,19.5,43.2
1391,"Beira Litoral","Coimbra","Coimbra","União das freguesias de São Martinho do Bispo e Ribeira de Frades","40.1555555555556","-8.16027777777778","agriculture",2014-06-29,18:30:00,2014-06-29,"2014-06-29",0,0,1,0,0.003,1,40,13,20,8,27,37,0,16.8,22.1,10.2,32.4
1392,"Beira Interior","Castelo Branco","Castelo Branco","Castelo Branco","39.1644444444444","-7.16583333333333","firepit",2014-06-29,19:03:00,2014-06-29,"2014-06-29",0,1,0,1,0.0186,1,39,48,52,7,29,57,0,NA,NA,NA,NA
1393,"Beira Litoral","Viseu","Carregal do Sal","Parada","40.1511111111111","-8.15555555555556","firepit",2014-06-29,19:22:00,2014-06-29,"2014-06-29",1,0,0,1,0.2,1,40,24,4,8,2,20,0,16.8,22.1,10.2,32.4
1394,"Alentejo","Évora","Arraiolos","Arraiolos","38.1513888888889","-8.15972222222222","agriculture",2014-06-29,19:54:00,2014-06-29,"2014-06-29",0,0,1,0,0.001,0,38,46,5,8,2,35,0,19.7,26.8,18.9,39.6
1395,"Ribatejo e Oeste","Santarém","Tomar","São João Batista","39.1638888888889","-8.16444444444445","firepit",2014-06-29,20:19:00,2014-06-29,"2014-06-29",0,1,0,1,0.1086,0,39,35,50,8,24,52,0,19.7,27.7,23.9,43.2
1396,"Alentejo","Beja","Ferreira do Alentejo","Ferreira do Alentejo","38.1511111111111","-8.1575","agriculture",2014-06-30,13:04:00,2014-06-30,"2014-06-30",0,0,1,0,7.6866,0,38,2,4,8,4,27,0,19.4,26.6,19.4,39.6
1397,"Trás-os-Montes","Bragança","Vinhais","Vale das Fontes","41.1538888888889","-7.16555555555556","fire",2014-06-30,17:00:00,2014-06-30,"2014-06-30",0.617801047120419,0.382198952879581,0,1,1.91,0,41,43,14,7,8,56,0,15.2,22,7.1,36
1398,"Algarve","Faro","Loulé","Quarteira","0.151388888888889","-0.152222222222222","agriculture",2014-06-30,17:25:00,2014-06-30,"2014-06-30",0,0,1,0,2.8336,0,0,37,5,0,8,8,0,21.3,24.1,19.4,28.8
1399,"Alentejo","Portalegre","Sousel","Santo Amaro","38.1647222222222","-7.16","agriculture",2014-06-30,21:06:00,2014-06-30,"2014-06-30",0,0,1,0,0.07,0,38,58,53,7,34,36,0,19.8,27.3,16.5,NA
1400,"Ribatejo e Oeste","Santarém","Torres Novas","Riachos","39.16","-8.16166666666667","firepit",2014-06-30,21:36:00,2014-06-30,"2014-06-30",0,1,0,1,0.0047,1,39,26,36,8,30,42,0,19.5,27.3,18.5,39.6
1401,"Beira Interior","Guarda","Guarda","Adão","40.155","-7.15944444444444","firepit",2014-07-01,06:17:00,2014-07-01,"2014-07-01",0,1,0,1,0.055,1,40,28,18,7,9,34,0,20.8,29.8,13.1,39.6
1402,"Beira Interior","Guarda","Figueira de Castelo Rodrigo","Castelo Rodrigo","40.1638888888889","-6.16","agriculture",2014-07-01,10:29:00,2014-07-01,"2014-07-01",0,0,1,0,0.0102,0,40,51,50,6,57,36,0,20.8,29.8,13.1,39.6
1403,"Beira Interior","Castelo Branco","Idanha-a-Nova","Alcafozes","39.1597222222222","-7.15388888888889","firepit",2014-07-01,12:18:00,2014-07-01,"2014-07-01",1,0,0,1,0.004,1,39,58,35,7,8,14,0,NA,NA,NA,NA
1404,"Trás-os-Montes","Bragança","Torre de Moncorvo","Torre de Moncorvo","41.1561111111111","-7.16611111111111","agriculture",2014-07-01,17:40:00,2014-07-01,"2014-07-01",0,0,1,0,4.87,0,41,11,22,7,2,58,0,16.7,22.9,8.9,36
1405,"Alentejo","Beja","Beja","Santa Maria da Feira","38.1594444444444","-7.15277777777778","agriculture",2014-07-01,18:16:00,2014-07-01,"2014-07-01",0,0,1,0,0.2,1,38,1,34,7,51,10,0,20,28.6,18.8,NA
1406,"Alentejo","Évora","Évora","Canaviais","38.1533333333333","-7.15166666666667","agric_burn",2014-07-01,18:55:00,2014-07-01,"2014-07-01",0,0,1,0,1e-04,0,38,37,12,7,55,6,0,20,28.6,18.8,NA
1407,"Alentejo","Setúbal","Grândola","Grândola","38.1616666666667","-8.15055555555556","agriculture",2014-07-01,21:45:00,2014-07-01,"2014-07-01",0,0,1,0,0.02,1,38,10,42,8,35,2,0,19.6,28.3,18,43.2
1408,"Beira Interior","Guarda","Sabugal","Rendo","40.1602777777778","-7.15583333333333","firepit",2014-07-02,10:24:00,2014-07-02,"2014-07-02",0,1,0,1,0.06,0,40,22,37,7,2,21,0,17.7,23.7,17.9,43.2
1409,"Alentejo","Évora","Estremoz","Arcos","38.1652777777778","-7.16527777777778","agriculture",2014-07-02,12:04:00,2014-07-02,"2014-07-02",0,0,1,0,12.9,0,38,50,55,7,31,55,0,18.1,23.7,18.2,NA
1410,"Ribatejo e Oeste","Santarém","Coruche","Erra","39.1594444444444","-8.15972222222222","agriculture",2014-07-02,12:05:00,2014-07-02,"2014-07-02",0,0,1,0,0.3664,0,39,0,34,8,25,35,0,18.2,26,18.5,43.2
1411,"Ribatejo e Oeste","Lisboa","ODIVELAS","Pontinha","38.1647222222222","-9.15","agric_burn",2014-07-02,12:36:00,2014-07-02,"2014-07-02",0,0,1,0,0.001,0,38,45,53,9,12,0,0,18.2,21.9,21.5,43.2
1412,"Algarve","Faro","Silves","São Marcos da Serra","37.1538888888889","-8.16","agriculture",2014-07-02,12:37:00,2014-07-02,"2014-07-02",0,0,1,0,0.9211,0,37,23,14,8,20,36,0,20.1,24.4,20.1,43.2
1413,"Algarve","Faro","Tavira","Luz","0.151111111111111","-0.161666666666667","firepit",2014-07-02,14:50:00,2014-07-02,"2014-07-02",0,1,0,1,0.24,0,0,37,4,0,7,42,0,21.5,26.3,22.1,46.8
1414,"Alentejo","Beja","Ourique","Ourique","0.161666666666667","-0.153611111111111","agriculture",2014-07-02,15:22:00,2014-07-02,"2014-07-02",0,0,1,0,0.0028,0,0,37,42,0,8,13,0,21.5,26.3,22.1,46.8
1415,"Ribatejo e Oeste","Santarém","Tomar","Madalena","39.1569444444444","-8.15222222222222","agriculture",2014-07-02,15:44:00,2014-07-02,"2014-07-02",0,0,1,0,0.327,0,39,34,25,8,28,8,0,18.2,26,18.5,43.2
1416,"Trás-os-Montes","Bragança","Torre de Moncorvo","Larinho","41.1661111111111","-7.16027777777778","firepit",2014-07-02,16:45:00,2014-07-02,"2014-07-02",0,1,0,1,0.37,0,41,10,58,7,0,37,0,14.6,18.1,7.5,32.4
1417,"Beira Interior","Castelo Branco","Sertã","Palhais","0.1625","-0.153333333333333","firepit",2014-07-02,18:26:00,2014-07-02,"2014-07-02",0.5,0.5,0,1,0.09,0,0,39,45,0,8,12,0,21.5,26.3,22.1,46.8
1418,"Trás-os-Montes","Viseu","Armamar","São Cosmado","41.1611111111111","-7.16555555555556","firepit",2014-07-02,18:48:00,2014-07-02,"2014-07-02",1,0,0,1,0.1,0,41,3,40,7,37,56,0,14.6,18.1,7.5,32.4
1419,"Trás-os-Montes","Bragança","Vimioso","União das freguesias de Caçarelhos e Angueira","41.1658333333333","-6.15777777777778","agriculture",2014-07-02,20:17:00,2014-07-02,"2014-07-02",0,0,1,0,1e-04,0,41,36,57,6,24,28,0,16.8,21.4,0,21.6
1420,"Ribatejo e Oeste","Setúbal","Palmela","Marateca","38.1561111111111","-8.16611111111111","firepit",2014-07-03,13:16:00,2014-07-03,"2014-07-03",0,1,0,1,0.2779,0,38,38,22,8,40,58,0,18.4,24.5,18.9,50.4
1421,"Ribatejo e Oeste","Lisboa","Loures","Fanhões","38.1572222222222","-9.16583333333333","firepit",2014-07-03,13:35:00,2014-07-03,"2014-07-03",0,1,0,1,0.86,0,38,53,26,9,9,57,0,18.4,21.8,24.3,57.6
1422,"Ribatejo e Oeste","Leiria","Nazaré","Nazaré","39.1625","-9.16194444444444","agriculture",2014-07-03,14:53:00,2014-07-03,"2014-07-03",0,0,1,0,0.01,0,39,35,45,9,3,43,0,NA,NA,22.8,36
1423,"Ribatejo e Oeste","Santarém","Tomar","União das freguesias de Casais e Alviobeira","39.1519444444444","-8.15777777777778","agriculture",2014-07-03,16:31:00,2014-07-03,"2014-07-03",0,0,1,0,0.1016,0,39,38,7,8,22,28,0,17.6,25.1,17.1,50.4
1424,"Alentejo","Portalegre","Nisa","Montalvão","39.1655555555556","-7.15916666666667","firepit",2014-07-03,16:47:00,2014-07-03,"2014-07-03",0,1,0,1,0.0191,0,39,34,56,7,36,33,0,NA,NA,NA,NA
